862.000000 0.004396 862.000000 862.000000 0.771739
870.000000 0.004635 870.000000 870.000000 0.726557
869.000000 0.004521 869.000000 869.000000 0.752506
872.000000 0.004569 872.000000 872.000000 0.715584
859.000000 0.004498 859.000000 859.000000 0.756847
859.000000 0.004497 859.000000 859.000000 0.744809
853.000000 0.004463 853.000000 853.000000 0.764538
861.000000 0.004519 861.000000 861.000000 0.757655
890.000000 0.004506 890.000000 890.000000 0.758074
880.000000 0.004697 880.000000 880.000000 0.722962
868.000000 0.004471 868.000000 868.000000 0.756757
865.000000 0.004480 865.000000 865.000000 0.738966
858.000000 0.004574 858.000000 858.000000 0.752190
871.000000 0.004585 871.000000 871.000000 0.724256
863.000000 0.004395 863.000000 863.000000 0.762015
869.000000 0.004542 869.000000 869.000000 0.722291
865.000000 0.004438 865.000000 865.000000 0.755695
857.000000 0.004561 857.000000 857.000000 0.782374
855.000000 0.004554 855.000000 855.000000 0.724531
869.000000 0.004536 869.000000 869.000000 0.755153
