862.000000 862.000000 0.000016
870.000000 870.000000 0.000015
869.000000 869.000000 0.000014
872.000000 872.000000 0.000014
859.000000 859.000000 0.000015
859.000000 859.000000 0.000014
853.000000 853.000000 0.000014
861.000000 861.000000 0.000015
890.000000 890.000000 0.000014
880.000000 880.000000 0.000014
868.000000 868.000000 0.000015
865.000000 865.000000 0.000014
858.000000 858.000000 0.000015
871.000000 871.000000 0.000014
863.000000 863.000000 0.000014
869.000000 869.000000 0.000014
865.000000 865.000000 0.000014
857.000000 857.000000 0.000015
855.000000 855.000000 0.000014
869.000000 869.000000 0.000014
