64.000000 64.000000 0.000513
67.000000 67.000000 0.000531
62.000000 62.000000 0.000553
66.000000 66.000000 0.000520
60.000000 60.000000 0.000534
57.000000 57.000000 0.000514
62.000000 62.000000 0.000531
56.000000 56.000000 0.000527
58.000000 58.000000 0.000522
65.000000 65.000000 0.000543
63.000000 63.000000 0.000537
72.000000 72.000000 0.000513
62.000000 62.000000 0.000534
63.000000 63.000000 0.000567
66.000000 66.000000 0.000549
66.000000 66.000000 0.000545
60.000000 60.000000 0.000528
63.000000 63.000000 0.000523
65.000000 65.000000 0.000515
61.000000 61.000000 0.000548
