84.000000 84.000000 0.012270
93.000000 93.000000 0.011327
90.000000 90.000000 0.011917
91.000000 91.000000 0.011637
91.000000 91.000000 0.011566
93.000000 93.000000 0.011258
91.000000 91.000000 0.012020
88.000000 88.000000 0.012202
93.000000 93.000000 0.011069
92.000000 92.000000 0.011108
89.000000 89.000000 0.011463
94.000000 94.000000 0.011305
89.000000 89.000000 0.011822
94.000000 94.000000 0.011572
86.000000 86.000000 0.012335
88.000000 88.000000 0.011529
94.000000 94.000000 0.010815
95.000000 95.000000 0.010815
93.000000 93.000000 0.011391
95.000000 95.000000 0.011049
